	x	y	V
50	0.08080808080808133	-8.0	0.2118994813625594
51	0.24242424242424399	-8.0	0.2865964313572647
52	0.40404040404040487	-8.0	0.3138012977718323
53	0.5656565656565657	-8.0	0.28419459641632716
54	0.7272727272727284	-8.0	0.2091752748541828
55	0.8888888888888893	-8.0	0.11615851834197916
56	1.050505050505052	-8.0	0.038074857596333424
57	1.2121212121212128	-8.0	0.0011874515548933456
58	1.3737373737373737	-8.0	0.0
59	1.5353535353535364	-8.0	0.0
60	1.6969696969696972	-8.0	0.0
61	1.85858585858586	-8.0	0.0
62	2.0202020202020208	-8.0	0.0
63	2.1818181818181834	-8.0	0.0
64	2.3434343434343443	-8.0	0.0
65	2.505050505050505	-8.0	0.0
66	2.666666666666668	-8.0	0.0
67	2.8282828282828287	-8.0	0.0
68	2.9898989898989914	-8.0	0.0
69	3.1515151515151523	-8.0	0.0
70	3.313131313131315	-8.0	0.0
71	3.474747474747476	-8.0	0.0
72	3.6363636363636367	-8.0	0.0
73	3.7979797979797993	-8.0	0.0
74	3.9595959595959602	-8.0	0.0
75	4.121212121212123	-8.0	0.0
76	4.282828282828284	-8.0	0.0
77	4.444444444444445	-8.0	0.0
78	4.606060606060607	-8.0	0.0
79	4.767676767676768	-8.0	0.0
80	4.929292929292931	-8.0	0.0
81	5.090909090909092	-8.0	0.0
82	5.252525252525254	-8.0	0.0
83	5.414141414141415	-8.0	0.0
84	5.575757575757576	-8.0	0.0
85	5.737373737373739	-8.0	0.0
86	5.8989898989899	-8.0	0.0
87	6.060606060606062	-8.0	0.0
88	6.222222222222223	-8.0	0.0
89	6.383838383838386	-8.0	0.0
90	6.545454545454547	-8.0	0.0
91	6.707070707070708	-8.0	0.0
92	6.86868686868687	-8.0	0.0
93	7.030303030303031	-8.0	0.0
94	7.191919191919194	-8.0	0.0
95	7.353535353535355	-8.0	0.0
96	7.515151515151516	-8.0	0.0
97	7.676767676767678	-8.0	0.0
98	7.838383838383839	-8.0	0.0
99	8.0	-8.0	0.0
100	-8.0	-7.838383838383838	0.0
101	-7.838383838383838	-7.838383838383838	0.0
102	-7.6767676767676765	-7.838383838383838	0.0
103	-7.515151515151516	-7.838383838383838	0.0
104	-7.353535353535354	-7.838383838383838	0.0
105	-7.191919191919192	-7.838383838383838	0.0
106	-7.03030303030303	-7.838383838383838	0.0
107	-6.8686868686868685	-7.838383838383838	0.0
108	-6.707070707070707	-7.838383838383838	0.0
109	-6.545454545454545	-7.838383838383838	0.0
110	-6.383838383838384	-7.838383838383838	0.0
111	-6.222222222222222	-7.838383838383838	0.0
112	-6.0606060606060606	-7.838383838383838	0.0
113	-5.898989898989899	-7.838383838383838	0.0
114	-5.737373737373737	-7.838383838383838	0.0
115	-5.575757575757576	-7.838383838383838	0.0
116	-5.4141414141414135	-7.838383838383838	0.0
117	-5.252525252525253	-7.838383838383838	0.0
118	-5.090909090909091	-7.838383838383838	0.0
119	-4.929292929292929	-7.838383838383838	0.0
120	-4.767676767676767	-7.838383838383838	0.0
121	-4.6060606060606055	-7.838383838383838	0.0
122	-4.444444444444445	-7.838383838383838	0.0
123	-4.282828282828282	-7.838383838383838	0.0
124	-4.121212121212121	-7.838383838383838	0.0
125	-3.9595959595959593	-7.838383838383838	0.0
126	-3.7979797979797976	-7.838383838383838	0.0
127	-3.636363636363636	-7.838383838383838	0.0
128	-3.474747474747474	-7.838383838383838	0.0
129	-3.313131313131313	-7.838383838383838	0.0
130	-3.1515151515151514	-7.838383838383838	0.0
131	-2.9898989898989896	-7.838383838383838	0.0
132	-2.828282828282828	-7.838383838383838	0.0
133	-2.666666666666666	-7.838383838383838	0.0
134	-2.5050505050505043	-7.838383838383838	0.0
135	-2.3434343434343425	-7.838383838383838	0.0
136	-2.1818181818181817	-7.838383838383838	0.0
137	-2.02020202020202	-7.838383838383838	0.024199545459461725
138	-1.8585858585858581	-7.838383838383838	0.1005699798973058
139	-1.6969696969696964	-7.838383838383838	0.20589567107570136
140	-1.5353535353535346	-7.838383838383838	0.306883222313173
141	-1.3737373737373728	-7.838383838383838	0.37067410838321924
142	-1.212121212121212	-7.838383838383838	0.37569754445044456
143	-1.0505050505050502	-7.838383838383838	0.3194350260752081
144	-0.8888888888888884	-7.838383838383838	0.22003242026266243
145	-0.7272727272727266	-7.838383838383838	0.11066624354007905
146	-0.5656565656565649	-7.838383838383838	0.02821401207267291
147	-0.4040404040404031	-7.838383838383838	0.00010114879265399485
148	-0.2424242424242422	-7.838383838383838	0.034197904168366045
149	-0.08080808080808044	-7.838383838383838	0.1157590828156139
150	0.08080808080808133	-7.838383838383838	0.21283146103435036
151	0.24242424242424399	-7.838383838383838	0.2882494434689302
152	0.40404040404040487	-7.838383838383838	0.31365098931775587
153	0.5656565656565657	-7.838383838383838	0.28004547410473585
154	0.7272727272727284	-7.838383838383838	0.20079985162433295
155	0.8888888888888893	-7.838383838383838	0.10596123429328398
156	1.050505050505052	-7.838383838383838	0.030322513093128098
157	1.2121212121212128	-7.838383838383838	8.562878720142912e-05
158	1.3737373737373737	-7.838383838383838	0.023373937929791765
159	1.5353535353535364	-7.838383838383838	0.08809060407119759
160	1.6969696969696972	-7.838383838383838	0.16754009867439437
161	1.85858585858586	-7.838383838383838	0.2311706104178087
162	2.0202020202020208	-7.838383838383838	0.256004380995074
163	2.1818181818181834	-7.838383838383838	0.0
164	2.3434343434343443	-7.838383838383838	0.0
165	2.505050505050505	-7.838383838383838	0.0
166	2.666666666666668	-7.838383838383838	0.0
167	2.8282828282828287	-7.838383838383838	0.0
168	2.9898989898989914	-7.838383838383838	0.0
169	3.1515151515151523	-7.838383838383838	0.0
170	3.313131313131315	-7.838383838383838	0.0
171	3.474747474747476	-7.838383838383838	0.0
172	3.6363636363636367	-7.838383838383838	0.0
173	3.7979797979797993	-7.838383838383838	0.0
174	3.9595959595959602	-7.838383838383838	0.0
175	4.121212121212123	-7.838383838383838	0.0
176	4.282828282828284	-7.838383838383838	0.0
177	4.444444444444445	-7.838383838383838	0.0
178	4.606060606060607	-7.838383838383838	0.0
179	4.767676767676768	-7.838383838383838	0.0
180	4.929292929292931	-7.838383838383838	0.0
181	5.090909090909092	-7.838383838383838	0.0
182	5.252525252525254	-7.838383838383838	0.0
183	5.414141414141415	-7.838383838383838	0.0
184	5.575757575757576	-7.838383838383838	0.0
185	5.737373737373739	-7.838383838383838	0.0
186	5.8989898989899	-7.838383838383838	0.0
187	6.060606060606062	-7.838383838383838	0.0
188	6.222222222222223	-7.838383838383838	0.0
189	6.383838383838386	-7.838383838383838	0.0
190	6.545454545454547	-7.838383838383838	0.0
191	6.707070707070708	-7.838383838383838	0.0
192	6.86868686868687	-7.838383838383838	0.0
193	7.030303030303031	-7.838383838383838	0.0
194	7.191919191919194	-7.838383838383838	0.0
195	7.353535353535355	-7.838383838383838	0.0
196	7.515151515151516	-7.838383838383838	0.0
197	7.676767676767678	-7.838383838383838	0.0
198	7.838383838383839	-7.838383838383838	0.0
199	8.0	-7.838383838383838	0.0
200	-8.0	-7.6767676767676765	0.0
201	-7.838383838383838	-7.6767676767676765	0.0
202	-7.6767676767676765	-7.6767676767676765	0.0
203	-7.515151515151516	-7.6767676767676765	0.0
204	-7.353535353535354	-7.6767676767676765	0.0
205	-7.191919191919192	-7.6767676767676765	0.0
206	-7.03030303030303	-7.6767676767676765	0.0
207	-6.8686868686868685	-7.6767676767676765	0.0
208	-6.707070707070707	-7.6767676767676765	0.0
209	-6.545454545454545	-7.6767676767676765	0.0
210	-6.383838383838384	-7.6767676767676765	0.0
211	-6.222222222222222	-7.6767676767676765	0.0
212	-6.0606060606060606	-7.6767676767676765	0.0
213	-5.898989898989899	-7.6767676767676765	0.0
214	-5.737373737373737	-7.6767676767676765	0.0
215	-5.575757575757576	-7.6767676767676765	0.0
216	-5.4141414141414135	-7.6767676767676765	0.0
217	-5.252525252525253	-7.6767676767676765	0.0
218	-5.090909090909091	-7.6767676767676765	0.0
219	-4.929292929292929	-7.6767676767676765	0.0
220	-4.767676767676767	-7.6767676767676765	0.0
221	-4.6060606060606055	-7.6767676767676765	0.0
222	-4.444444444444445	-7.6767676767676765	0.0
223	-4.282828282828282	-7.6767676767676765	0.0
224	-4.121212121212121	-7.6767676767676765	0.0
225	-3.9595959595959593	-7.6767676767676765	0.0
226	-3.7979797979797976	-7.6767676767676765	0.0
227	-3.636363636363636	-7.6767676767676765	0.0
228	-3.474747474747474	-7.6767676767676765	0.0
229	-3.313131313131313	-7.6767676767676765	0.0
230	-3.1515151515151514	-7.6767676767676765	0.0
231	-2.9898989898989896	-7.6767676767676765	0.0
232	-2.828282828282828	-7.6767676767676765	0.0
233	-2.666666666666666	-7.6767676767676765	0.0
234	-2.5050505050505043	-7.6767676767676765	0.1575537638739871
235	-2.3434343434343425	-7.6767676767676765	0.058142039956918266
236	-2.1818181818181817	-7.6767676767676765	0.004591820505147205
237	-2.02020202020202	-7.6767676767676765	0.012210450376379424
238	-1.8585858585858581	-7.6767676767676765	0.07830192278812736
239	-1.6969696969696964	-7.6767676767676765	0.18174866870321363
240	-1.5353535353535346	-7.6767676767676765	0.24914494916208146
241	-1.3737373737373728	-7.6767676767676765	0.28900125363434703
242	-1.212121212121212	-7.6767676767676765	0.292900810088972
243	-1.0505050505050502	-7.6767676767676765	0.2609787248037296
244	-0.8888888888888884	-7.6767676767676765	0.20415367248367663
245	-0.7272727272727266	-7.6767676767676765	0.14132061754330788
246	-0.5656565656565649	-7.6767676767676765	0.09316087056646599
247	-0.4040404040404031	-7.6767676767676765	0.07495475663624877
248	-0.2424242424242422	-7.6767676767676765	0.09112144521814317
249	-0.08080808080808044	-7.6767676767676765	0.13363469771997902
250	0.08080808080808133	-7.6767676767676765	0.18503612530103541
251	0.24242424242424399	-7.6767676767676765	0.22499006496356985
252	0.40404040404040487	-7.6767676767676765	0.23790481425808718
253	0.5656565656565657	-7.6767676767676765	0.2186874241799667
254	0.7272727272727284	-7.6767676767676765	0.17442389226607846
255	0.8888888888888893	-7.6767676767676765	0.121404731731673
256	1.050505050505052	-7.6767676767676765	0.07878144981070613
257	1.2121212121212128	-7.6767676767676765	0.061489724537602944
258	1.3737373737373737	-7.6767676767676765	0.07544680385387198
259	1.5353535353535364	-7.6767676767676765	0.11762751143705313
260	1.6969696969696972	-7.6767676767676765	0.18396195765201645
261	1.85858585858586	-7.6767676767676765	0.24132338033842013
262	2.0202020202020208	-7.6767676767676765	0.25472801475892864
263	2.1818181818181834	-7.6767676767676765	0.22073985427520862
264	2.3434343434343443	-7.6767676767676765	0.1535424545224475
265	2.505050505050505	-7.6767676767676765	0.07830849369443134
266	2.666666666666668	-7.6767676767676765	0.0
267	2.8282828282828287	-7.6767676767676765	0.0
268	2.9898989898989914	-7.6767676767676765	0.0
269	3.1515151515151523	-7.6767676767676765	0.0
270	3.313131313131315	-7.6767676767676765	0.0
271	3.474747474747476	-7.6767676767676765	0.0
272	3.6363636363636367	-7.6767676767676765	0.0
273	3.7979797979797993	-7.6767676767676765	0.0
274	3.9595959595959602	-7.6767676767676765	0.0
275	4.121212121212123	-7.6767676767676765	0.0
276	4.282828282828284	-7.6767676767676765	0.0
277	4.444444444444445	-7.6767676767676765	0.0
278	4.606060606060607	-7.6767676767676765	0.0
279	4.767676767676768	-7.6767676767676765	0.0
280	4.929292929292931	-7.6767676767676765	0.0
281	5.090909090909092	-7.6767676767676765	0.0
282	5.252525252525254	-7.6767676767676765	0.0
283	5.414141414141415	-7.6767676767676765	0.0
284	5.575757575757576	-7.6767676767676765	0.0
285	5.737373737373739	-7.6767676767676765	0.0
286	5.8989898989899	-7.6767676767676765	0.0
287	6.060606060606062	-7.6767676767676765	0.0
288	6.222222222222223	-7.6767676767676765	0.0
289	6.383838383838386	-7.6767676767676765	0.0
290	6.545454545454547	-7.6767676767676765	0.0
291	6.707070707070708	-7.6767676767676765	0.0
292	6.86868686868687	-7.6767676767676765	0.0
293	7.030303030303031	-7.6767676767676765	0.0
294	7.191919191919194	-7.6767676767676765	0.0
295	7.353535353535355	-7.6767676767676765	0.0
296	7.515151515151516	-7.6767676767676765	0.0
297	7.676767676767678	-7.6767676767676765	0.0
298	7.838383838383839	-7.6767676767676765	0.0
299	8.0	-7.6767676767676765	0.0
300	-8.0	-7.515151515151516	0.0
301	-7.838383838383838	-7.515151515151516	0.0
302	-7.6767676767676765	-7.515151515151516	0.0
303	-7.515151515151516	-7.515151515151516	0.0
304	-7.353535353535354	-7.515151515151516	0.0
305	-7.191919191919192	-7.515151515151516	0.0
306	-7.03030303030303	-7.515151515151516	0.0
307	-6.8686868686868685	-7.515151515151516	0.0
308	-6.707070707070707	-7.515151515151516	0.0
309	-6.545454545454545	-7.515151515151516	0.0
310	-6.383838383838384	-7.515151515151516	0.0
311	-6.222222222222222	-7.515151515151516	0.0
312	-6.0606060606060606	-7.515151515151516	0.0
313	-5.898989898989899	-7.515151515151516	0.0
314	-5.737373737373737	-7.515151515151516	0.0
315	-5.575757575757576	-7.515151515151516	0.0
316	-5.4141414141414135	-7.515151515151516	0.0
317	-5.252525252525253	-7.515151515151516	0.0
318	-5.090909090909091	-7.515151515151516	0.0
319	-4.929292929292929	-7.515151515151516	0.0
320	-4.767676767676767	-7.515151515151516	0.0
321	-4.6060606060606055	-7.515151515151516	0.0
322	-4.444444444444445	-7.515151515151516	0.0
323	-4.282828282828282	-7.515151515151516	0.0
324	-4.121212121212121	-7.515151515151516	0.0
325	-3.9595959595959593	-7.515151515151516	0.0
326	-3.7979797979797976	-7.515151515151516	0.0
327	-3.636363636363636	-7.515151515151516	0.0
328	-3.474747474747474	-7.515151515151516	0.0
329	-3.313131313131313	-7.515151515151516	0.0
330	-3.1515151515151514	-7.515151515151516	0.0
331	-2.9898989898989896	-7.515151515151516	0.4564519376435655
332	-2.828282828282828	-7.515151515151516	0.41009935132366665
333	-2.666666666666666	-7.515151515151516	0.31536207860908216
334	-2.5050505050505043	-7.515151515151516	0.19630383207674987
335	-2.3434343434343425	-7.515151515151516	0.08534518741436942
336	-2.1818181818181817	-7.515151515151516	0.08106205110817619
337	-2.02020202020202	-7.515151515151516	0.09041665967773513
338	-1.8585858585858581	-7.515151515151516	0.12609132812773574
339	-1.6969696969696964	-7.515151515151516	0.17750574555968868
340	-1.5353535353535346	-7.515151515151516	0.21894665199759225
341	-1.3737373737373728	-7.515151515151516	0.2432851469031153
342	-1.212121212121212	-7.515151515151516	0.2459257174673669
343	-1.0505050505050502	-7.515151515151516	0.2274253905670615
344	-0.8888888888888884	-7.515151515151516	0.19428292732500665
345	-0.7272727272727266	-7.515151515151516	0.15730168358300986
346	-0.5656565656565649	-7.515151515151516	0.12815409601363445
347	-0.4040404040404031	-7.515151515151516	0.11543556196773193
348	-0.2424242424242422	-7.515151515151516	0.12169842234797887
349	-0.08080808080808044	-7.515151515151516	0.14262213754512362
350	0.08080808080808133	-7.515151515151516	0.1686882774862424
351	0.24242424242424399	-7.515151515151516	0.18876987682622684
352	0.40404040404040487	-7.515151515151516	0.19429077857105595
353	0.5656565656565657	-7.515151515151516	0.18237551609096536
354	0.7272727272727284	-7.515151515151516	0.15680356152834116
355	0.8888888888888893	-7.515151515151516	0.12645235055662338
356	1.050505050505052	-7.515151515151516	0.10190882988042049
357	1.2121212121212128	-7.515151515151516	0.09164501569863226
358	1.3737373737373737	-7.515151515151516	0.09929604151104007
359	1.5353535353535364	-7.515151515151516	0.12301068017112657
360	1.6969696969696972	-7.515151515151516	0.15616733184654893
361	1.85858585858586	-7.515151515151516	0.18295120964231665
362	2.0202020202020208	-7.515151515151516	0.18792501911334122
363	2.1818181818181834	-7.515151515151516	0.1676161488526877
364	2.3434343434343443	-7.515151515151516	0.12964105110643287
365	2.505050505050505	-7.515151515151516	0.056132629413662434
366	2.666666666666668	-7.515151515151516	0.00903702543193492
367	2.8282828282828287	-7.515151515151516	0.0026395298650021643
368	2.9898989898989914	-7.515151515151516	0.03562741890627162
369	3.1515151515151523	-7.515151515151516	0.0
370	3.313131313131315	-7.515151515151516	0.0
371	3.474747474747476	-7.515151515151516	0.0
372	3.6363636363636367	-7.515151515151516	0.0
373	3.7979797979797993	-7.515151515151516	0.0
374	3.9595959595959602	-7.515151515151516	0.0
375	4.121212121212123	-7.515151515151516	0.0
376	4.282828282828284	-7.515151515151516	0.0
377	4.444444444444445	-7.515151515151516	0.0
378	4.606060606060607	-7.515151515151516	0.0
379	4.767676767676768	-7.515151515151516	0.0
380	4.929292929292931	-7.515151515151516	0.0
381	5.090909090909092	-7.515151515151516	0.0
382	5.252525252525254	-7.515151515151516	0.0
383	5.414141414141415	-7.515151515151516	0.0
384	5.575757575757576	-7.515151515151516	0.0
385	5.737373737373739	-7.515151515151516	0.0
386	5.8989898989899	-7.515151515151516	0.0
387	6.060606060606062	-7.515151515151516	0.0
388	6.222222222222223	-7.515151515151516	0.0
389	6.383838383838386	-7.515151515151516	0.0
390	6.545454545454547	-7.515151515151516	0.0
391	6.707070707070708	-7.515151515151516	0.0
392	6.86868686868687	-7.515151515151516	0.0
393	7.030303030303031	-7.515151515151516	0.0
394	7.191919191919194	-7.515151515151516	0.0
395	7.353535353535355	-7.515151515151516	0.0
396	7.515151515151516	-7.515151515151516	0.0
397	7.676767676767678	-7.515151515151516	0.0
398	7.838383838383839	-7.515151515151516	0.0
399	8.0	-7.515151515151516	0.0
400	-8.0	-7.353535353535354	0.0
401	-7.838383838383838	-7.353535353535354	0.0
402	-7.6767676767676765	-7.353535353535354	0.0
403	-7.515151515151516	-7.353535353535354	0.0
404	-7.353535353535354	-7.353535353535354	0.0
405	-7.191919191919192	-7.353535353535354	0.0
406	-7.03030303030303	-7.353535353535354	0.0
407	-6.8686868686868685	-7.353535353535354	0.0
408	-6.707070707070707	-7.353535353535354	0.0
409	-6.545454545454545	-7.353535353535354	0.0
410	-6.383838383838384	-7.353535353535354	0.0
411	-6.222222222222222	-7.353535353535354	0.0
412	-6.0606060606060606	-7.353535353535354	0.0
413	-5.898989898989899	-7.353535353535354	0.0
414	-5.737373737373737	-7.353535353535354	0.0
415	-5.575757575757576	-7.353535353535354	0.0
416	-5.4141414141414135	-7.353535353535354	0.0
417	-5.252525252525253	-7.353535353535354	0.0
418	-5.090909090909091	-7.353535353535354	0.0
419	-4.929292929292929	-7.353535353535354	0.0
420	-4.767676767676767	-7.353535353535354	0.0
421	-4.6060606060606055	-7.353535353535354	0.0
422	-4.444444444444445	-7.353535353535354	0.0
423	-4.282828282828282	-7.353535353535354	0.0
424	-4.121212121212121	-7.353535353535354	0.0
425	-3.9595959595959593	-7.353535353535354	0.0
426	-3.7979797979797976	-7.353535353535354	0.0
427	-3.636363636363636	-7.353535353535354	0.0
428	-3.474747474747474	-7.353535353535354	0.0
429	-3.313131313131313	-7.353535353535354	0.33717446571043075
430	-3.1515151515151514	-7.353535353535354	0.42222555222989616
431	-2.9898989898989896	-7.353535353535354	0.45863344031647174
432	-2.828282828282828	-7.353535353535354	0.4345439593241121
433	-2.666666666666666	-7.353535353535354	0.32243344888982195
434	-2.5050505050505043	-7.353535353535354	0.23439005908036786
435	-2.3434343434343425	-7.353535353535354	0.16785459345742446
436	-2.1818181818181817	-7.353535353535354	0.14389453683545297
437	-2.02020202020202	-7.353535353535354	0.14230280909864917
438	-1.8585858585858581	-7.353535353535354	0.15814098448539182
439	-1.6969696969696964	-7.353535353535354	0.183236333410213
440	-1.5353535353535346	-7.353535353535354	0.20585076636548352
441	-1.3737373737373728	-7.353535353535354	0.21926696451315525
442	-1.212121212121212	-7.353535353535354	0.22009152231031892
443	-1.0505050505050502	-7.353535353535354	0.20851419267214275
444	-0.8888888888888884	-7.353535353535354	0.18825096266627853
445	-0.7272727272727266	-7.353535353535354	0.16544909345009046
446	-0.5656565656565649	-7.353535353535354	0.14671826793732998
447	-0.4040404040404031	-7.353535353535354	0.13693497287306566
448	-0.2424242424242422	-7.353535353535354	0.13761454466091672
449	-0.08080808080808044	-7.353535353535354	0.14646715262629406
450	0.08080808080808133	-7.353535353535354	0.1583249702725838
451	0.24242424242424399	-7.353535353535354	0.16711038628403913
452	0.40404040404040487	-7.353535353535354	0.1681129071089446
453	0.5656565656565657	-7.353535353535354	0.15972030008449778
454	0.7272727272727284	-7.353535353535354	0.14396248719969745
455	0.8888888888888893	-7.353535353535354	0.12569227908605893
456	1.050505050505052	-7.353535353535354	0.11075650345572019
457	1.2121212121212128	-7.353535353535354	0.10388546686546542
458	1.3737373737373737	-7.353535353535354	0.10708166632052954
459	1.5353535353535364	-7.353535353535354	0.11895183588986415
460	1.6969696969696972	-7.353535353535354	0.13474547992073613
461	1.85858585858586	-7.353535353535354	0.14638910727095641
462	2.0202020202020208	-7.353535353535354	0.146404703199432
463	2.1818181818181834	-7.353535353535354	0.13215867091576808
464	2.3434343434343443	-7.353535353535354	0.1055201218158131
465	2.505050505050505	-7.353535353535354	0.0677686474081799
466	2.666666666666668	-7.353535353535354	0.036610799058539104
467	2.8282828282828287	-7.353535353535354	0.011232785343742233
468	2.9898989898989914	-7.353535353535354	0.057221627357607927
469	3.1515151515151523	-7.353535353535354	0.11994653466185308
470	3.313131313131315	-7.353535353535354	0.1756146704180646
471	3.474747474747476	-7.353535353535354	0.0
472	3.6363636363636367	-7.353535353535354	0.0
473	3.7979797979797993	-7.353535353535354	0.0
474	3.9595959595959602	-7.353535353535354	0.0
475	4.121212121212123	-7.353535353535354	0.0
476	4.282828282828284	-7.353535353535354	0.0
477	4.444444444444445	-7.353535353535354	0.0
478	4.606060606060607	-7.353535353535354	0.0
479	4.767676767676768	-7.353535353535354	0.0
480	4.929292929292931	-7.353535353535354	0.0
481	5.090909090909092	-7.353535353535354	0.0
482	5.252525252525254	-7.353535353535354	0.0
483	5.414141414141415	-7.353535353535354	0.0
484	5.575757575757576	-7.353535353535354	0.0
485	5.737373737373739	-7.353535353535354	0.0
486	5.8989898989899	-7.353535353535354	0.0
487	6.060606060606062	-7.353535353535354	0.0
488	6.222222222222223	-7.353535353535354	0.0
489	6.383838383838386	-7.353535353535354	0.0
490	6.545454545454547	-7.353535353535354	0.0
491	6.707070707070708	-7.353535353535354	0.0
492	6.86868686868687	-7.353535353535354	0.0
493	7.030303030303031	-7.353535353535354	0.0
494	7.191919191919194	-7.353535353535354	0.0
495	7.353535353535355	-7.353535353535354	0.0
496	7.515151515151516	-7.353535353535354	0.0
497	7.676767676767678	-7.353535353535354	0.0
498	7.838383838383839	-7.353535353535354	0.0
499	8.0	-7.353535353535354	0.0
500	-8.0	-7.191919191919192	0.0
501	-7.838383838383838	-7.191919191919192	0.0
502	-7.6767676767676765	-7.191919191919192	0.0
503	-7.515151515151516	-7.191919191919192	0.0
504	-7.353535353535354	-7.191919191919192	0.0
505	-7.191919191919192	-7.191919191919192	0.0
506	-7.03030303030303	-7.191919191919192	0.0
507	-6.8686868686868685	-7.191919191919192	0.0
508	-6.707070707070707	-7.191919191919192	0.0
509	-6.545454545454545	-7.191919191919192	0.0
510	-6.383838383838384	-7.191919191919192	0.0
511	-6.222222222222222	-7.191919191919192	0.0
512	-6.0606060606060606	-7.191919191919192	0.0
513	-5.898989898989899	-7.191919191919192	0.0
514	-5.737373737373737	-7.191919191919192	0.0
515	-5.575757575757576	-7.191919191919192	0.0
516	-5.4141414141414135	-7.191919191919192	0.0
517	-5.252525252525253	-7.191919191919192	0.0
518	-5.090909090909091	-7.191919191919192	0.0
519	-4.929292929292929	-7.191919191919192	0.0
520	-4.767676767676767	-7.191919191919192	0.0
521	-4.6060606060606055	-7.191919191919192	0.0
522	-4.444444444444445	-7.191919191919192	0.0
523	-4.282828282828282	-7.191919191919192	0.0
524	-4.121212121212121	-7.191919191919192	0.0
525	-3.9595959595959593	-7.191919191919192	0.0
526	-3.7979797979797976	-7.191919191919192	0.0
527	-3.636363636363636	-7.191919191919192	0.07272206278532889
528	-3.474747474747474	-7.191919191919192	0.17238464796110708
529	-3.313131313131313	-7.191919191919192	0.28777589813867754
530	-3.1515151515151514	-7.191919191919192	0.3897649609280816
531	-2.9898989898989896	-7.191919191919192	0.3833049923907188
532	-2.828282828282828	-7.191919191919192	0.35979839191893626
533	-2.666666666666666	-7.191919191919192	0.30543769854572567
534	-2.5050505050505043	-7.191919191919192	0.2509683618974752
535	-2.3434343434343425	-7.191919191919192	0.20778859049950757
536	-2.1818181818181817	-7.191919191919192	0.18435869367756225
537	-2.02020202020202	-7.191919191919192	0.17675905539601672
538	-1.8585858585858581	-7.191919191919192	0.1809334673049694
539	-1.6969696969696964	-7.191919191919192	0.19144783723028805
540	-1.5353535353535346	-7.191919191919192	0.2019531155409737
541	-1.3737373737373728	-7.191919191919192	0.20784042247370293
542	-1.212121212121212	-7.191919191919192	0.20665921458861092
543	-1.0505050505050502	-7.191919191919192	0.1982888951449121
544	-0.8888888888888884	-7.191919191919192	0.18475763721787425
545	-0.7272727272727266	-7.191919191919192	0.16952545961374338
546	-0.5656565656565649	-7.191919191919192	0.1563349094125293
547	-0.4040404040404031	-7.191919191919192	0.147971516926284
548	-0.2424242424242422	-7.191919191919192	0.14535763079632824
549	-0.08080808080808044	-7.191919191919192	0.14730695802655216
550	0.08080808080808133	-7.191919191919192	0.15103406469375966
551	0.24242424242424399	-7.191919191919192	0.1532337909284013
552	0.40404040404040487	-7.191919191919192	0.15133016349618555
553	0.5656565656565657	-7.191919191919192	0.14443028993838347
554	0.7272727272727284	-7.191919191919192	0.13363380809989198
555	0.8888888888888893	-7.191919191919192	0.12159777513219472
556	1.050505050505052	-7.191919191919192	0.11153943799093598
557	1.2121212121212128	-7.191919191919192	0.10605868198697979
558	1.3737373737373737	-7.191919191919192	0.10619332101574855
